District,candidate_name,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 53,"BOESENECKER, ANDREW",468.0,2025-10-27 00:00:00,Wix,Los Angeles,CA,90028,Miscellaneous,
House District 53,"BOESENECKER, ANDREW",6.05,2025-10-27 00:00:00,The Crooked Cup,Fort Collins,CO,80524,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",10.13,2025-10-27 00:00:00,The Crooked Cup,Fort Collins,CO,80524,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",50.9,2025-10-28 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",84.0,2025-10-30 00:00:00,Wix,Los Angeles,CA,90028,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",239.98,2025-10-30 00:00:00,Trello,Ny,NY,10006,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",2.0,2025-10-31 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"BOESENECKER, ANDREW",18.36,2025-10-31 00:00:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",33.4,2025-11-03 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",27.14,2025-11-03 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",48.0,2025-11-04 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",8.89,2025-11-09 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 53,"BOESENECKER, ANDREW",28.45,2025-11-10 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",261.17,2025-11-10 00:00:00,The Elizabeth Hotel,Fort Collins,CO,80524,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",57.5,2025-11-13 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.08,2025-11-14 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",3.95,2025-11-16 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 53,"BOESENECKER, ANDREW",27.9,2025-11-17 00:00:00,E470,Aurora,CO,80018,Telephone,
House District 53,"BOESENECKER, ANDREW",3.95,2025-11-23 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 53,"BOESENECKER, ANDREW",20.86,2025-11-24 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",192.83,2025-11-24 00:00:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",6.35,2025-11-28 00:00:00,Pay By Phone,Denver,CO,80204,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.0,2025-11-30 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"BOESENECKER, ANDREW",62.61,2025-12-02 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",200.0,2025-12-04 00:00:00,Esaias  Sanchez,Greeley,CO,80634,Consultant & Professional Services,
House District 53,"BOESENECKER, ANDREW",14.0,2025-12-05 00:00:00,Laz Parking,Denver,CO,80202,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",5.67,2025-12-05 00:00:00,Blue Sparrow Coffeee,Denver,CO,80206,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",26.05,2025-12-08 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",41.26,2025-12-08 00:00:00,Buc-Ee'S,Berthoud,CO,80213,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",10.45,2025-12-10 00:00:00,Cuppyís Coffee And Smoothies Of Fort Collins,Fort Collins,CO,80526,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",18.0,2025-12-12 00:00:00,Parkwell,Denver,CO,80206,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",5.67,2025-12-12 00:00:00,Blue Sparrow Coffeee,Denver,CO,80206,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",27.05,2025-12-15 00:00:00,E470,Aurora,CO,80018,Telephone,
House District 53,"BOESENECKER, ANDREW",2.08,2025-12-15 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",11.97,2025-12-15 00:00:00,Blue Sparrow Coffeee,Denver,CO,80206,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",9.79,2025-12-16 00:00:00,Cups Community Coffee,Fort Collins,CO,80521,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",4.89,2025-12-18 00:00:00,Cups Community Coffee,Fort Collins,CO,80521,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",6.08,2025-12-18 00:00:00,The Neighbor Fort Collins,Fort Collins,CO,80526,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",20.86,2025-12-22 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",250.0,2025-12-23 00:00:00,Esaias  Sanchez,Greeley,CO,80634,Consultant & Professional Services,
House District 53,"BOESENECKER, ANDREW",540.0,2025-12-24 00:00:00,Grammarly,San Francisco,CA,94104,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",48.16,2025-12-26 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.0,2025-12-31 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"FRICK, DANIEL",,,,,,,,
House District 53,"WALTER, DONNA",,,,,,,,
House District 54,"ANDERSON, NINA",93.11,2025-02-26 00:00:00,Vista Print,Lexington,MA,02421,Fundraising Expenses,
House District 54,"ANDERSON, NINA",1.03,2025-02-26 00:00:00,,,,,Bank Fees,Winred Fee
House District 54,"ANDERSON, NINA",65.59,2025-02-27 00:00:00,Vista Print,Lexington,MA,02421,Fundraising Expenses,
House District 54,"ANDERSON, NINA",493.49,2025-02-28 00:00:00,Super Cheap Signs,Cedar Park,TX,78613,Fundraising Expenses,
House District 54,"ANDERSON, NINA",156.0,2025-03-03 00:00:00,Morewithprint,Syracuse,NY,13211,Office Equipment & Supplies,
House District 54,"ANDERSON, NINA",74.0,2025-03-16 00:00:00,Anita Hix,Palisade,CO,81526,Fundraising Expenses,
House District 54,"ANDERSON, NINA",5.45,2025-03-17 00:00:00,Stop N Save,Clifton,CO,81520,Fundraising Expenses,
House District 54,"ANDERSON, NINA",2.05,2025-03-18 00:00:00,,,,,Bank Fees,Winred Payout Fee
House District 54,"ANDERSON, NINA",1000.0,2025-03-21 00:00:00,Colorado Local Politics,Grand Junction,CO,81507,Office Equipment & Supplies,
House District 54,"ANDERSON, NINA",150.0,2025-03-22 00:00:00,"Mesa County Republican Women, Inc.",Grand Junction,CO,81501,"Food, Beverages and Meals",
House District 54,"ANDERSON, NINA",15.54,2025-03-25 00:00:00,Family Dollar,Grand Junction,CO,81505,Fundraising Expenses,
House District 54,"ANDERSON, NINA",13.58,2025-03-25 00:00:00,The Trophy Case,Grand Junction,CO,81501,Office Equipment & Supplies,
House District 54,"ANDERSON, NINA",1.03,2025-03-26 00:00:00,,,,,Bank Fees,Winred Bank Fee
House District 54,"ANDERSON, NINA",20.0,2025-03-27 00:00:00,,,,,Travel & Lodging,Denver Parking
House District 54,"ANDERSON, NINA",20.0,2025-03-28 00:00:00,,,,,Travel & Lodging,Denver Parking
House District 54,"ANDERSON, NINA",14.6,2025-03-31 00:00:00,Usps,Grand Junction,CO,81504,Office Equipment & Supplies,
House District 54,"ANDERSON, NINA",2.05,2025-04-01 00:00:00,,,,,Bank Fees,Winred Payout Fee
House District 54,"ANDERSON, NINA",1.03,2025-04-28 00:00:00,,,,,Bank Fees,Winred Fee
House District 54,"ANDERSON, NINA",1.03,2025-05-29 00:00:00,,,,,Bank Fees,Winred Fee
House District 54,"ANDERSON, NINA",1.03,2025-06-26 00:00:00,,,,,Bank Fees,Winred Fee
House District 54,"ANDERSON, NINA",585.97,2025-06-27 00:00:00,Nina  Anderson,Grand Junction,CO,81504,Travel & Lodging,585.97 Miles
House District 54,"ANDERSON, NINA",30.0,2025-07-23 00:00:00,Delta County Republican Central Committee,Paonia,CO,81428,"Food, Beverages and Meals",
House District 54,"ANDERSON, NINA",11.7,2025-08-12 00:00:00,Zeffy.Com,Newark,DE,19713,Fundraising Expenses,
House District 54,"ANDERSON, NINA",78.44,2025-08-12 00:00:00,Delta County Republican Central Committee,Paonia,CO,81428,"Food, Beverages and Meals",
House District 54,"ANDERSON, NINA",117.11,2025-08-14 00:00:00,Vistaprint,Lexington,MA,02421,Office Equipment & Supplies,
House District 54,"ANDERSON, NINA",3.09,2025-09-26 00:00:00,,,,,Bank Fees,Winred Fee - Nina Loan
House District 54,"ANDERSON, NINA",26.33,2025-10-15 00:00:00,Colorado Motor Vehical,Denver,CO,80204,Travel & Lodging,Parking Fee
House District 54,"ANDERSON, NINA",50.0,2025-10-24 00:00:00,Colorado Sos,Denver,CO,80290,Other,Fcpa Penalty
House District 54,"ANDERSON, NINA",2.05,2025-11-08 00:00:00,,,,,Bank Fees,Winred Fee
House District 54,"ANDERSON, NINA",105.48,2025-12-08 00:00:00,Vistaprint,Lexington,MA,02421,Fundraising Expenses,
House District 54,"ANDERSON, NINA",193.35,2025-12-09 00:00:00,Super Cheap Signs,Cedar Park,TX,78613,Fundraising Expenses,
House District 54,"ANDERSON, NINA",156.0,2025-12-12 00:00:00,Usps,Grand Junction,CO,81501,Office Equipment & Supplies,
House District 54,"ANDERSON, NINA",3.09,2025-12-29 00:00:00,,,,,Bank Fees,Winred Fee - Nina Loan
House District 54,"BIAS, JASON",119.88,2025-08-09 00:00:00,"Godaddy.Com, Llc",Tempe,AZ,85281,Advertising,"Candidate Paid For Website, See Corresponding Non-Monetary Contribution."
House District 54,"BIAS, JASON",12.19,2025-08-09 00:00:00,"Godaddy.Com, Llc",Tempe,AZ,85281,Advertising,"Candidate Paid For Website Domain With Own Credit Card, See Corresponding Contribution."
House District 54,"BIAS, JASON",23.88,2025-08-11 00:00:00,"Godaddy.Com, Llc",Tempe,AZ,85281,Advertising,"Candidate Paid For Emailing Platform Through Website, See Corresponding Contribution."
House District 54,"BIAS, JASON",11.89,2025-08-11 00:00:00,"Godaddy.Com, Llc",Tempe,AZ,85281,Advertising,"Candidate Paid For Website Communication And Security, See Corresponding Non-Monetary Contribution."
House District 54,"BIAS, JASON",68.0,2025-09-10 00:00:00,Designcrowd Pty Ltd,Surry Hills,NE,2010,Advertising,Committee Paid For Business Cards.
House District 54,"BIAS, JASON",1.35,2025-09-13 00:00:00,Anedot Inc.,Dallas,TX,75206-5311,Bank Fees,"Anedot Fee, See Corresponding Contribution."
House District 54,"BIAS, JASON",340.61,2025-09-15 00:00:00,"Artisans Online, Llc",Sarasota,FL,34243,Advertising,Committee Paid For Yard Signs For Advertising.
House District 54,"BIAS, JASON",1.35,2025-09-22 00:00:00,Anedot Inc.,Dallas,TX,75206-5311,Bank Fees,"Anedot Fee, See Corresponding Contribution."
House District 54,"BIAS, JASON",4.3,2025-09-23 00:00:00,Anedot Inc.,Dallas,TX,75206-5311,Bank Fees,"Anedot Fee, See Corresponding Contribution."
House District 54,"BIAS, JASON",219.23,2025-10-01 00:00:00,Envelopes.Com,Northvale,NJ,07647,Fundraising Expenses,Committee Paid For Fundraising Envelopes To Accept Contributions.
House District 54,"BIAS, JASON",4.48,2025-10-06 00:00:00,Anedot Inc.,Dallas,TX,75206-5311,Bank Fees,"Anedot Transfer Fee, See Corresponding Contribution"
House District 54,"BIAS, JASON",2.4,2025-10-07 00:00:00,Anedot Inc.,Dallas,TX,75206-5311,Bank Fees,"Anedot Transfer Fee, See Corresponding Contribution"
House District 54,"BIAS, JASON",9.89,2025-10-30 00:00:00,Providence Engraving Llc,Tarpon Springs,FL,34689,Advertising,Name Tag For Candidate.
House District 54,"BIAS, JASON",60.0,2025-10-30 00:00:00,Designcrowd Pty Ltd,Surry Hills,NE,2010,Advertising,Purchased Logo For Marketing And Advertising.
House District 54,"BIAS, JASON",1.35,2025-11-12 00:00:00,Anedot Inc.,Dallas,TX,75206-5311,Bank Fees,"Anedot Fee, See Correlating Contribution"
House District 54,"BIAS, JASON",4.48,2025-11-22 00:00:00,Anedot Inc.,Dallas,TX,75206-5311,Bank Fees,"Anedot Fee, See Corresponding Contribution"
House District 54,"BIAS, JASON",1.35,2025-11-22 00:00:00,Anedot Inc.,Dallas,TX,75206-5311,Bank Fees,"Andeot Processing Fee, See Corresponding Contribution"
House District 54,"BIAS, JASON",100.01,2025-11-26 00:00:00,Canva Us Inc.,Austin,TX,78702,Advertising,Committee Paid For Infographics Through Canva
House District 54,"BIAS, JASON",1.35,2025-12-09 00:00:00,Anedot Inc.,Dallas,CO,75206-5311,Bank Fees,"Anedot Processing Fee, See Corresponding Contribution"
House District 54,"BIAS, JASON",4.48,2025-12-28 00:00:00,Anedot Inc.,Dallas,CO,75206-5311,Bank Fees,"Anedot Fee, See Corresponding Contribution"
House District 54,"MARTIN, MALLORY",,,,,,,,
House District 54,"TEDROW, WILLIAM",,,,,,,,
House District 55,"PACKARD, BRITTNI",,,,,,,,
House District 55,"TAGGART, JOHN",1300.0,2025-01-13 00:00:00,House Republican Caucus,Denver,CO,80203,Contributions,
House District 55,"TAGGART, JOHN",8.97,2025-01-21 00:00:00,,,,,Office Equipment & Supplies,
House District 55,"TAGGART, JOHN",1950.0,2025-01-30 00:00:00,Lauren  Pepin,Denver,CO,80230,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",1950.0,2025-02-28 00:00:00,Lauren  Pepin,Denver,CO,80230,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",1950.0,2025-03-28 00:00:00,Lauren  Pepin,Denver,CO,80230,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",1500.0,2025-05-30 00:00:00,Kylie  Graham,Denver,CO,80238,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",18.3,2025-06-24 00:00:00,,,,,Bank Fees,Credit Card Processing Fee Paid To Anedot
House District 55,"TAGGART, JOHN",1500.0,2025-06-30 00:00:00,Kylie  Graham,Denver,CO,80238,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",1500.0,2025-07-30 00:00:00,Kylie  Graham,Denver,CO,80238,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",10.3,2025-08-07 00:00:00,,,,,Other,Credit Card Processing Fee
House District 55,"TAGGART, JOHN",1500.0,2025-08-30 00:00:00,Kylie  Graham,Denver,CO,80238,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",1500.0,2025-09-30 00:00:00,Kylie  Graham,Denver,CO,80238,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",1200.0,2024-12-16 00:00:00,Strategic Compliance,Denver,CO,80205,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",1950.0,2024-12-30 00:00:00,Lauren  Pepin,Denver,CO,80230,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",1191.38,2025-10-04 00:00:00,John M Taggart,Grand Junction,CO,81507,Travel & Lodging,Travel Reimbusrement
House District 55,"TAGGART, JOHN",20.3,2025-10-16 00:00:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
House District 55,"TAGGART, JOHN",1500.0,2025-10-30 00:00:00,Kylie  Graham,Denver,CO,80238,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",1.94,2025-10-31 00:00:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
House District 55,"TAGGART, JOHN",10.3,2025-11-03 00:00:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
House District 55,"TAGGART, JOHN",479.55,2025-11-10 00:00:00,John M Taggart,Grand Junction,CO,81507,Travel & Lodging,Travel Reimbursement
House District 55,"TAGGART, JOHN",1500.0,2025-11-28 00:00:00,Kylie  Graham,Denver,CO,80238,Consultant & Professional Services,
House District 55,"TAGGART, JOHN",10.3,2025-12-01 00:00:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
House District 55,"TAGGART, JOHN",10.3,2025-12-01 00:00:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
House District 55,"TAGGART, JOHN",10.3,2025-12-03 00:00:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
House District 55,"TAGGART, JOHN",18.3,2025-12-03 00:00:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
House District 55,"TAGGART, JOHN",2.3,2025-12-05 00:00:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
House District 55,"TAGGART, JOHN",1.98,2025-12-08 00:00:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
House District 55,"TAGGART, JOHN",353.28,2025-12-20 00:00:00,William  Wade,Grand Junction,CO,81507,Other,Reimbursement For Po Box Rental And Postage
House District 55,"TAGGART, JOHN",1500.0,2025-12-30 00:00:00,Kylie  Graham,Denver,CO,80238,Consultant & Professional Services,
House District 56,"RICHARDSON, CHRISTOPHER",11.43,2025-01-02 00:00:00,Google Llc,Mountain View,CA,94043,Advertising,Google Adds (Drive Traffic To Website)
House District 56,"RICHARDSON, CHRISTOPHER",43.2,2025-01-02 00:00:00,Google Llc,Mountain View,CA,94043,Consultant & Professional Services,Website/Email Hosting
House District 56,"RICHARDSON, CHRISTOPHER",150.0,2025-01-13 00:00:00,Colorado Farm Bureau,Centennial,CO,80112,Other,Colorado Farm Bureau Membership
House District 56,"RICHARDSON, CHRISTOPHER",300.0,2025-01-13 00:00:00,Lincoln Club Political Committee,Denver,CO,80224,"Food, Beverages and Meals",Lincoln Club Presidential Inaugural Ball
House District 56,"RICHARDSON, CHRISTOPHER",150.0,2025-01-14 00:00:00,Elbert County Republican Central Committee,Elizabeth,CO,80107,Other,Membership - Ecr Chairmans Club Dues
House District 56,"RICHARDSON, CHRISTOPHER",55.4,2025-01-21 00:00:00,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Ip Phone Number
House District 56,"RICHARDSON, CHRISTOPHER",1500.0,2025-01-22 00:00:00,Colorado House Gop Caucus,Denver,CO,80203,Other,House Gop Caucus Dues
House District 56,"RICHARDSON, CHRISTOPHER",200.0,2025-01-22 00:00:00,Colorado House 2A Caucus,Denver,CO,80203,Other,2Nd Amendment Caucus Dues
House District 56,"RICHARDSON, CHRISTOPHER",129.45,2025-01-27 00:00:00,Walmart,Elizabeth,CO,80107,Miscellaneous,Misc Office Storage / Filing
House District 56,"RICHARDSON, CHRISTOPHER",234.36,2025-02-03 00:00:00,Canvas World,Playa Vista,CA,90094,Office Equipment & Supplies,Office Decor / Presidential Portraits
House District 56,"RICHARDSON, CHRISTOPHER",43.2,2025-02-03 00:00:00,Google Llc,Mountain View,CA,94043,Consultant & Professional Services,Website/Email Hosting
House District 56,"RICHARDSON, CHRISTOPHER",214.35,2025-02-04 00:00:00,"Donn Bruns, Llc",Arvada,CO,80005,Miscellaneous,Official Photos / 75Th Colorado General Assembly (House)
House District 56,"RICHARDSON, CHRISTOPHER",40.0,2025-02-18 00:00:00,Open Ai,San Francisco,CA,94110,Consultant & Professional Services,Open Ai Chat Gpt Pro Subscriptions
House District 56,"RICHARDSON, CHRISTOPHER",55.4,2025-02-19 00:00:00,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Ip Phone Number
House District 56,"RICHARDSON, CHRISTOPHER",97.86,2025-02-25 00:00:00,Office Depot,Parker 80134,CO,80134,Office Equipment & Supplies,Printer Supplies
House District 56,"RICHARDSON, CHRISTOPHER",50.0,2025-02-27 00:00:00,Lincoln County Gop,Karval,CO,80823,"Food, Beverages and Meals",Lincoln County Lincoln Day Dinner
House District 56,"RICHARDSON, CHRISTOPHER",250.0,2025-02-27 00:00:00,Prairie Times Publishing,Beyers,CO,80103,Advertising,Mid-Session Message To Constituents
House District 56,"RICHARDSON, CHRISTOPHER",43.2,2025-03-03 00:00:00,Google Llc,Mountain View,CA,94043,Consultant & Professional Services,Website/Email Hosting
House District 56,"RICHARDSON, CHRISTOPHER",10.13,2025-03-05 00:00:00,Department Of Motor Vehicles,Denver,CO,80204,Miscellaneous,House Member License Plate
House District 56,"RICHARDSON, CHRISTOPHER",50.0,2025-03-18 00:00:00,Cssa,Littleton,CO,80120,Other,Membership - Colorado State Shooting Association
House District 56,"RICHARDSON, CHRISTOPHER",55.4,2025-03-19 00:00:00,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Ip Phone Number
House District 56,"RICHARDSON, CHRISTOPHER",229.0,2025-03-21 00:00:00,"Bigvu, Inc",New York,NY,10020,Consultant & Professional Services,Video Editing Software Subscription
House District 56,"RICHARDSON, CHRISTOPHER",75.66,2025-03-24 00:00:00,Ihop,Limon,CO,80828,"Food, Beverages and Meals",Meal For Team / Cd4 Organizational Meeting
House District 56,"RICHARDSON, CHRISTOPHER",43.2,2025-04-01 00:00:00,Google Llc,Mountain View,CA,94043,Consultant & Professional Services,Website Hosting & Email Services (Google Workspace)
House District 56,"RICHARDSON, CHRISTOPHER",55.49,2025-04-10 00:00:00,Wondershare,Burnaby,BC,V5C?0E4,Miscellaneous,Video Editing Software License
House District 56,"RICHARDSON, CHRISTOPHER",20.0,2025-04-15 00:00:00,Open Ai,San Francisco,CA,94110,Miscellaneous,Ai Online Service (Chatgpt)
House District 56,"RICHARDSON, CHRISTOPHER",55.36,2025-04-21 00:00:00,"Ringcentral, Inc",Belmont,CA,94002,Telephone,Campaign Phone Number
House District 56,"RICHARDSON, CHRISTOPHER",43.2,2025-05-01 00:00:00,Google Llc,Mountain View,CA,94043,Consultant & Professional Services,Webhosting & Email Services (Google Workspace)
House District 56,"RICHARDSON, CHRISTOPHER",20.0,2025-05-15 00:00:00,Open Ai,San Francisco,CA,94110,Miscellaneous,Ai Online Service (Chatgpt)
