District,candidate_name,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 47,Vic Meyers,2.22,2/17/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/18/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,3/3/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,3/24/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 10,Junie Joseph,2.18,8/3/25,Actblue,Somerville,MA,02144,Other,Act Blue Transaction Fees
House District 26,Meghan Lukens,2.18,12/7/25,Actbluetechnicalservices,Somerville,MA,02144,Fundraising Expenses,
House District 43,"Robert ""Bob"" Marshall",2.18,3/2/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 47,Vic Meyers,2.18,2/22/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 08,Lindsay Gilchrist,2.17,3/21/25,"Amazon.Com, Inc.",Seattle,WA,98109,Office Equipment & Supplies,
House District 22,Michael Pierson,2.14,10/10/25,Meta Platforms Inc.,Menlo Park,CA,94025,Consultant & Professional Services,Facebook And Instagram Post Boosting
House District 19,Dan Woog,2.13,11/3/25,King Soopers,Erie,CO,80516,Other,7214 ∑ Office Supplies
House District 26,Meghan Lukens,2.1,12/28/24,Actbluetechnicalservices,Somerville,MA,02144,Fundraising Expenses,Actblue Fee Correction
House District 53,Andy Boesenecker,2.08,1/15/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,2/18/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,3/17/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,4/15/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,5/15/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,6/16/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,7/15/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,8/15/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,9/15/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,12/16/24,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,10/15/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,11/14/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,Andy Boesenecker,2.08,12/15/25,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 54,Nina Anderson,2.05,3/18/25,,,,,Bank Fees,Winred Payout Fee
House District 54,Nina Anderson,2.05,4/1/25,,,,,Bank Fees,Winred Payout Fee
House District 54,Nina Anderson,2.05,11/8/25,,,,,Bank Fees,Winred Fee
House District 10,Junie Joseph,2.02,8/15/25,Actblue,Somerville,MA,02144,Other,Actblue Transaction Fees
House District 10,Junie Joseph,2.02,10/15/25,Actblue,Somerville,MA,02144,Other,Actblue Transaction Fees
House District 01,Javier Mabrey,2,1/31/25,First Bank,Lakewood,CO,80235,Bank Fees,
House District 01,Javier Mabrey,2,2/28/25,First Bank,Lakewood,CO,80235,Bank Fees,
House District 01,Javier Mabrey,2,3/31/25,First Bank,Lakewood,CO,80235,Bank Fees,
House District 01,Javier Mabrey,2,4/30/25,First Bank,Lakewood,CO,80235,Bank Fees,
House District 01,Javier Mabrey,2,6/2/25,First Bank,Lakewood,CO,80235,Bank Fees,
House District 01,Javier Mabrey,2,6/30/25,First Bank,Lakewood,CO,80235,Bank Fees,
House District 01,Javier Mabrey,2,7/30/25,First Bank,Lakewood,CO,80235,Bank Fees,
House District 01,Javier Mabrey,2,8/29/25,First Bank,Lakewood,CO,80235,Bank Fees,
House District 01,Javier Mabrey,2,12/31/24,First Bank,Lakewood,CO,80235,Bank Fees,
House District 01,Javier Mabrey,2,11/28/25,First Bank,Lakewood,CO,80235,Bank Fees,
House District 01,Javier Mabrey,2,12/31/25,First Bank,Lakewood,CO,80235,Bank Fees,
House District 07,Jennifer Bacon,2,1/31/25,,,,,Bank Fees,Card Fees 1Stbank
House District 07,Jennifer Bacon,2,2/28/25,,,,,Bank Fees,Card Fee - 1Stbank
House District 07,Jennifer Bacon,2,3/31/25,,,,,Bank Fees,Card Fee - 1Stbank
House District 07,Jennifer Bacon,2,4/30/25,,,,,Bank Fees,First Bank - Card Fees
House District 07,Jennifer Bacon,2,5/30/25,,,,,Bank Fees,Bank Card Fee - 1Stbank
House District 07,Jennifer Bacon,2,6/30/25,,,,,Bank Fees,Bank Card Fee - 1Stbank
House District 07,Jennifer Bacon,2,7/31/25,,,,,Bank Fees,Bank Card Fee
House District 07,Jennifer Bacon,2,8/29/25,,,,,Bank Fees,Card Fee
House District 07,Jennifer Bacon,2,12/31/24,,,,,Bank Fees,Card Fees - 1Stbank
House District 07,Jennifer Bacon,2,10/30/25,,,,,Bank Fees,First Bank Card Fee
House District 07,Jennifer Bacon,2,11/28/25,,,,,Bank Fees,First Bank Card Fees
House District 07,Jennifer Bacon,2,12/31/25,,,,,Bank Fees,Firstbank Card Fees
House District 08,Lindsay Gilchrist,2,1/30/25,1St Bank,Denver,CO,80218,Bank Fees,
House District 08,Lindsay Gilchrist,2,2/27/25,1St Bank,Denver,CO,80218,Bank Fees,
House District 08,Lindsay Gilchrist,2,3/28/25,1St Bank,Denver,CO,80218,Bank Fees,
House District 08,Lindsay Gilchrist,2,4/29/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 08,Lindsay Gilchrist,2,5/29/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 08,Lindsay Gilchrist,2,7/27/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 08,Lindsay Gilchrist,2,9/27/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 08,Lindsay Gilchrist,2,12/10/24,1St Bank,Denver,CO,80218,Bank Fees,
House District 08,Lindsay Gilchrist,2,10/2/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 08,Lindsay Gilchrist,2,11/2/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 08,Lindsay Gilchrist,2,12/1/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 08,Lindsay Gilchrist,2,12/3/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 10,Junie Joseph,2,1/31/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 10,Junie Joseph,2,2/28/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 10,Junie Joseph,2,3/31/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 10,Junie Joseph,2,4/30/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 10,Junie Joseph,2,5/30/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 10,Junie Joseph,2,6/30/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 10,Junie Joseph,2,7/31/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 10,Junie Joseph,2,8/29/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fee
House District 10,Junie Joseph,2,9/17/25,City Of Boulder Parking,Boulder,CO,80302,Other,Parking
House District 10,Junie Joseph,2,9/30/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 10,Junie Joseph,2,12/31/24,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 10,Junie Joseph,2,10/31/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 10,Junie Joseph,2,11/28/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 10,Junie Joseph,2,12/31/25,1St Bank,Boulder,CO,80303,Bank Fees,Bank Fees
House District 12,Kyle Brown,2,1/31/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 12,Kyle Brown,2,2/28/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 12,Kyle Brown,2,3/31/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 12,Kyle Brown,2,4/30/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 12,Kyle Brown,2,6/30/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 12,Kyle Brown,2,7/31/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 12,Kyle Brown,2,8/29/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 12,Kyle Brown,2,9/30/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 12,Kyle Brown,2,10/9/25,City And County Of Denver,Denver,CO,80201,Travel & Lodging,
House District 12,Kyle Brown,2,10/31/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 12,Kyle Brown,2,11/28/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 12,Kyle Brown,2,12/31/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 18,Amy T Paschal,2,1/22/25,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 18,Amy T Paschal,2,2/20/25,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 18,Amy T Paschal,2,3/19/25,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 18,Amy T Paschal,2,4/17/25,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 18,Amy T Paschal,2,5/19/25,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 18,Amy T Paschal,2,6/18/25,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 18,Amy T Paschal,2,7/21/25,"City Of Colorado Springs, Parking System Enterprise",Colo Springs,CO,80903,Travel & Lodging,Parking
House District 18,Amy T Paschal,2,12/18/24,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 19,Colton Jonjak Plahn,2,8/28/25,First Interstate Bank,Billings,MT,59101,Bank Fees,Monthly Paper Statement Fee For Campaign Bank Account
House District 19,Colton Jonjak Plahn,2,9/29/25,First Interstate Bank,Billings,MT,59101,Bank Fees,Monthly Paper Statement Fee For Campaign Bank Account
House District 19,Colton Jonjak Plahn,2,10/30/25,First Interstate Bank,Billings,MT,59101,Bank Fees,Paper Statement Fee
House District 19,Colton Jonjak Plahn,2,11/25/25,First Interstate Bank,Billings,MT,59101,Bank Fees,Paper Statement Fee
House District 19,Colton Jonjak Plahn,2,12/30/25,First Interstate Bank,Billings,MT,59101,Bank Fees,Paper Statement Fee (Cancelled - Last Fee)
House District 22,Michael Pierson,2,10/9/25,Meta Platforms Inc.,Menlo Park,CA,94025,Consultant & Professional Services,Facebook And Instagram Post Boosting
House District 22,Michael Pierson,2,10/10/25,Meta Platforms Inc.,Menlo Park,CA,94025,Consultant & Professional Services,Facebook And Instagram Post Boosting
House District 22,Michael Pierson,2,10/10/25,Meta Platforms Inc.,Menlo Park,CA,94025,Office Equipment & Supplies,Monthly Subscription
House District 24,Lisa Feret,2,1/16/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 24,Lisa Feret,2,2/14/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 24,Lisa Feret,2,3/14/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 24,Lisa Feret,2,4/14/25,First Bank,Lakewood,CO,80215,Bank Fees,
House District 24,Lisa Feret,2,5/14/25,Firstbank,Lakewood,CO,80215,Travel & Lodging,
House District 24,Lisa Feret,2,6/13/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 24,Lisa Feret,2,7/17/25,Firstbank,,,,Bank Fees,
House District 24,Lisa Feret,2,8/15/25,Firstbank,,,,Bank Fees,
House District 24,Lisa Feret,2,9/15/25,Firstbank,,,,Bank Fees,
House District 24,Lisa Feret,2,12/13/24,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 24,Lisa Feret,2,10/16/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 24,Lisa Feret,2,11/14/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 24,Lisa Feret,2,12/12/25,Firstbank,Lakewood,CO,80215,Bank Fees,
House District 25,Tammy Story,2,2/28/25,Firstbank,Conifer,CO,80433,Bank Fees,
House District 25,Tammy Story,2,4/30/25,Firstbank,Conifer,CO,80433,Bank Fees,
House District 25,Tammy Story,2,5/30/25,Firstbank,Conifer,CO,80433,Bank Fees,
House District 25,Tammy Story,2,6/30/25,Firstbank,Conifer,CO,80433,Bank Fees,
House District 25,Tammy Story,2,7/31/25,Firstbank,Conifer,CO,80433,Bank Fees,
House District 25,Tammy Story,2,8/29/25,Firstbank,Conifer,CO,80433,Bank Fees,
House District 25,Tammy Story,2,9/30/25,Firstbank,Conifer,CO,80433,Bank Fees,
House District 25,Tammy Story,2,10/31/25,Firstbank,Conifer,CO,80433,Bank Fees,
House District 25,Tammy Story,2,11/28/25,Firstbank,Conifer,CO,80433,Bank Fees,
House District 25,Tammy Story,2,12/31/25,Firstbank,Conifer,CO,80433,Bank Fees,
House District 28,David Rein,2,7/31/25,First Bank,Lakewood,CO,80226,Bank Fees,
House District 29,Lori Goldstein,2,7/23/25,Horizons North Credit Union,Westminster,CO,80234,Bank Fees,Withdrawal Starter Checks
House District 30,Rebekah Stewart,2,1/31/25,First Bank,Lakewood,CO,80228,Bank Fees,Bank Card Fees
House District 30,Rebekah Stewart,2,2/18/25,Venmo,New York,NY,10014,Bank Fees,Venmo Recovery
House District 30,Rebekah Stewart,2,2/28/25,First Bank,Lakewood,CO,80228,Bank Fees,
House District 30,Rebekah Stewart,2,3/31/25,First Bank,Lakewood,CO,80228,Bank Fees,
House District 30,Rebekah Stewart,2,4/30/25,First Bank,Lakewood,CO,80228,Bank Fees,
House District 30,Rebekah Stewart,2,5/30/25,First Bank,Lakewood,CO,80228,Bank Fees,
House District 30,Rebekah Stewart,2,6/30/25,First Bank,Lakewood,CO,80228,Bank Fees,
House District 30,Rebekah Stewart,2,7/31/25,First Bank,Lakewood,CO,80228,Bank Fees,
House District 30,Rebekah Stewart,2,8/29/25,First Bank,Lakewood,CO,80228,Bank Fees,
House District 30,Rebekah Stewart,2,9/30/25,First Bank,Lakewood,CO,80228,Bank Fees,
House District 30,Rebekah Stewart,2,12/31/24,First Bank,Lakewood,CO,80228,Bank Fees,Bank Fees
House District 30,Rebekah Stewart,2,10/31/25,First Bank,Lakewood,CO,80228,Bank Fees,
House District 30,Rebekah Stewart,2,11/28/25,First Bank,Lakewood,CO,80228,Bank Fees,
House District 30,Rebekah Stewart,2,12/31/25,First Bank,Lakewood,CO,80228,Bank Fees,
House District 31,"Jacqueline ""Jacque"" Phillips",2,2/12/25,Firstbank,Thornton,CO,80233,Bank Fees,Debit Card Fee
House District 31,"Jacqueline ""Jacque"" Phillips",2,3/12/25,Firstbank,Thornton,CO,80233,Bank Fees,Debit Card Fee
House District 31,"Jacqueline ""Jacque"" Phillips",2,4/10/25,Firstbank,Thornton,CO,80233,Bank Fees,Debit Card Fee
House District 31,"Jacqueline ""Jacque"" Phillips",2,5/12/25,Firstbank,Thornton,CO,80233,Bank Fees,Debit Card Fee
House District 31,"Jacqueline ""Jacque"" Phillips",2,6/11/25,Firstbank,Thornton,CO,80233,Bank Fees,Debit Card Fee
House District 31,"Jacqueline ""Jacque"" Phillips",2,7/15/25,Firstbank,Thornton,CO,80233,Bank Fees,Fee For Bank Service
House District 31,"Jacqueline ""Jacque"" Phillips",2,8/13/25,Firstbank,Thornton,CO,80233,Bank Fees,Fee For Bank Service
House District 31,"Jacqueline ""Jacque"" Phillips",2,9/11/25,Firstbank,Thornton,CO,80233,Bank Fees,Fee For Bank Service
House District 31,"Jacqueline ""Jacque"" Phillips",2,10/14/25,Firstbank,Thornton,CO,80233,Bank Fees,Bank Service Fees
House District 31,"Jacqueline ""Jacque"" Phillips",2,11/12/25,Firstbank,Thornton,CO,80233,Bank Fees,Bank Service Fees
House District 31,"Jacqueline ""Jacque"" Phillips",2,12/10/25,Firstbank,Thornton,CO,80233,Bank Fees,Bank Service Fees
House District 35,Lorena Garcia,2,1/31/25,Firstbank,Denver,CO,80211,Bank Fees,
House District 35,Lorena Garcia,2,2/28/25,Firstbank,Denver,CO,80211,Bank Fees,
House District 35,Lorena Garcia,2,3/31/25,Firstbank,Denver,CO,80211,Bank Fees,
House District 35,Lorena Garcia,2,4/30/25,Firstbank,Denver,CO,80211,Bank Fees,Debit Card Fee
House District 35,Lorena Garcia,2,5/30/25,Firstbank,Denver,CO,80211,Bank Fees,Debit Card Fee
House District 35,Lorena Garcia,2,6/30/25,Firstbank,Denver,CO,80211,Bank Fees,Debit Card Fee
House District 35,Lorena Garcia,2,8/29/25,Firstbank,Denver,CO,80211,Bank Fees,
House District 35,Lorena Garcia,2,9/30/25,Firstbank,Denver,CO,80211,Bank Fees,
House District 35,Lorena Garcia,2,12/31/24,Firstbank,Denver,CO,80211,Bank Fees,
House District 35,Lorena Garcia,2,10/31/25,Firstbank,Denver,CO,80211,Bank Fees,
House District 35,Lorena Garcia,2,11/28/25,Firstbank,Denver,CO,80211,Bank Fees,
House District 35,Lorena Garcia,2,12/31/25,Firstbank,Denver,CO,80211,Bank Fees,
House District 36,Michael Carter,2,1/13/25,The Denver Post,Denver,CO,80216,Office Equipment & Supplies,Newspaper Subscription
House District 38,Gretchen Rydin,2,1/23/25,1St Bank,Lakewood,CO,80215,Bank Fees,Fee For Using Credit Card
House District 38,Gretchen Rydin,2,2/21/25,1St Bank,Lakewood,CO,80215,Bank Fees,Cost Of Using Credit Card
House District 38,Gretchen Rydin,2,3/20/25,1St Bank,Lakewood,CO,80215,Bank Fees,Use Of Credit Card
House District 38,Gretchen Rydin,2,4/20/25,1St Bank,Lakewood,CO,80215,Bank Fees,Monthly Bank Charge
House District 38,Gretchen Rydin,2,5/20/25,1St Bank,Lakewood,CO,80215,Bank Fees,Bank Fees
House District 38,Gretchen Rydin,2,6/20/25,1St Bank,Lakewood,CO,80215,Bank Fees,Bank Fees
House District 38,Gretchen Rydin,2,7/23/25,E First Bank,Lakewood,CO,80215,Bank Fees,Monthly Fee For Business Cards
House District 38,Gretchen Rydin,2,8/1/25,E First Bank,Lakewood,CO,80215,Bank Fees,Bank Fees For Business Cards
House District 38,Gretchen Rydin,2,9/19/25,1St Bank,Lakewood,CO,80215,Bank Fees,Bank Fees For Business Cards
House District 38,Gretchen Rydin,2,12/19/24,1St Bank,Lakewood,CO,80215,Bank Fees,Debit Cards Fees
House District 39,Brandi Bradley,2,1/17/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 39,Brandi Bradley,2,2/18/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 39,Brandi Bradley,2,3/17/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 39,Brandi Bradley,2,7/18/25,Firstbank North,Arvada,CO,80006,Bank Fees,
House District 39,Brandi Bradley,2,8/18/25,Firstbank North,Arvada,CO,80006,Bank Fees,
House District 39,Brandi Bradley,2,9/30/25,Firstbank North,Arvada,CO,80006,Bank Fees,
House District 39,Brandi Bradley,2,12/16/24,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 39,Christian Schilder,2,1/20/26,Facebook,Menlo Park,CA,94025,Advertising,Boost
House District 39,Christian Schilder,2,1/20/26,Facebook,Menlo Park,CA,94025,Advertising,Boost
House District 39,Christian Schilder,2,1/21/26,Facebook,Menlo Park,CA,94025,Advertising,Boost
House District 43,"Robert ""Bob"" Marshall",2,1/6/25,1Stbank,Littleton,CO,80129,Bank Fees,
House District 43,"Robert ""Bob"" Marshall",2,2/4/25,1Stbank,Littleton,CO,80129,Bank Fees,
House District 43,"Robert ""Bob"" Marshall",2,3/4/25,1Stbank,Littleton,CO,80129,Bank Fees,
House District 43,"Robert ""Bob"" Marshall",2,4/2/25,1Stbank,Littleton,CO,80129,Bank Fees,
House District 43,"Robert ""Bob"" Marshall",2,5/2/25,1Stbank,Littleton,CO,80129,Bank Fees,
House District 43,"Robert ""Bob"" Marshall",2,6/3/25,1Stbank,Littleton,CO,80129,Bank Fees,
House District 43,"Robert ""Bob"" Marshall",2,7/2/25,1Stbank,Littleton,CO,80129,Bank Fees,
House District 43,"Robert ""Bob"" Marshall",2,8/5/25,1Stbank,Littleton,CO,80129,Bank Fees,
House District 43,"Robert ""Bob"" Marshall",2,9/3/25,1Stbank,Littleton,CO,80129,Bank Fees,
House District 43,"Robert ""Bob"" Marshall",2,10/2/25,1Stbank,Littleton,CO,80129,Bank Fees,
House District 47,Ty Winter,2,1/31/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 47,Ty Winter,2,2/28/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 47,Ty Winter,2,3/31/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 47,Ty Winter,2,4/30/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 47,Ty Winter,2,5/30/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 47,Ty Winter,2,6/30/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 47,Ty Winter,2,7/31/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 47,Ty Winter,2,8/31/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 47,Ty Winter,2,9/30/25,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
