Office,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Governor,Victor Marx,Republican,1.03,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/22/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/22/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/22/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/22/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/22/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/22/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/28/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/28/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/29/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/29/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/30/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/30/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/30/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/30/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/30/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/30/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/1/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/1/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/1/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/2/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/2/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/2/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/2/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/2/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/5/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/5/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/5/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/5/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/5/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/8/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/8/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/8/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/8/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/8/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/11/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/11/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/11/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/11/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/11/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/11/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/12/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/12/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/12/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/12/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/12/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/12/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/12/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/12/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/13/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/13/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/13/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/13/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/13/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/13/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/13/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/14/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/14/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/14/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/14/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/14/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/14/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,12/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
